X	Y	Region	Terrain
-14	17	ferals	grassland
-13	17	ferals	river_shallow
-12	17	ferals	grassland
-11	17	ferals	grassland
-10	17	ferals	grassland
-9	17	ferals	hill_low_side
-8	17	ferals	hill_low_side
-7	17	ferals	hill_low_top
-6	17	ferals	hill_low_top
-5	17	ferals	hill_low_side
-4	17	ferals	grassland
-3	17	ferals	grassland
-67	18	northern_crags	hill_low_side
-66	18	northern_crags	hill_mid_side
-65	18	northern_crags	hill_mid_side
-64	18	northern_crags	hill_high_side
-63	18	northern_crags	cliff_face_high
-62	18	northern_crags	cliff_face_high
-61	18	northern_crags	cliff_bottom
-60	18	northern_crags	rockyflat
-59	18	northern_crags	rockyflat
-58	18	northern_crags	rockyflat
-57	18	northern_crags	rockyflat
-56	18	northern_crags	rockyflat
-55	18	northern_crags	rockyflat
-54	18	northern_crags	river_stream
-53	18	northern_crags	rockyflat
-52	18	northern_crags	rockyflat
-51	18	northern_crags	rockyflat
-50	18	northern_crags	rockyflat
-49	18	northern_crags	rockyflat
-48	18	northern_crags	rockyflat
-47	18	northern_crags	rockyflat
-46	18	northern_crags	rockyflat
-45	18	northern_crags	hotspring
-44	18	northern_crags	hotspring
-43	18	northern_crags	hotspring
-42	18	northern_crags	rockyflat
-41	18	northern_crags	rockyflat
-40	18	northern_crags	cliff_bottom
-39	18	northern_crags	cliff_face_high
-38	18	northern_crags	hill_high_side
-37	18	northern_crags	hill_high_side
-36	18	northern_crags	hill_mid_side
-35	18	northern_crags	hill_low_side
-34	18	northern_crags	grassland
-33	18	northern_crags	grassland
-32	18	northern_crags	grassland
-27	18	northern_crags	grassland
-26	18	ferals	grassland
-25	18	ferals	river_shallow
-24	18	ferals	river_shallow
-23	18	ferals	grassland
-22	18	ferals	hill_low_side
-21	18	ferals	hill_low_top
-20	18	ferals	hill_low_top
-19	18	ferals	hill_low_side
-18	18	ferals	grassland
-17	18	ferals	grassland
-16	18	ferals	river_shallow
-15	18	ferals	grassland
-14	18	ferals	grassland
-13	18	ferals	river_shallow
-12	18	ferals	grassland
-11	18	ferals	hill_low_side
-10	18	ferals	hill_low_side
-9	18	ferals	hill_low_side
-8	18	ferals	hill_low_top
-7	18	ferals	hill_low_top
-6	18	ferals	hill_low_side
-5	18	ferals	grassland
-4	18	ferals	grassland
-3	18	ferals	grassland
-67	19	northern_crags	hill_low_side
-66	19	northern_crags	hill_low_side
-65	19	northern_crags	hill_mid_side
-64	19	northern_crags	hill_high_side
-63	19	northern_crags	hill_high_side
-62	19	northern_crags	cliff_face_high
-61	19	northern_crags	cliff_bottom
-60	19	northern_crags	cliff_bottom
-59	19	northern_crags	rockyflat
-58	19	northern_crags	rockyflat
-57	19	northern_crags	rockyflat
-56	19	northern_crags	rockyflat
-55	19	northern_crags	rockyflat
-54	19	northern_crags	river_stream
-53	19	northern_crags	rockyflat
-52	19	northern_crags	rockyflat
-51	19	northern_crags	rockyflat
-50	19	northern_crags	rockyflat
-49	19	northern_crags	grassland
-48	19	northern_crags	rockyflat
-47	19	northern_crags	rockyflat
-46	19	northern_crags	rockyflat
-45	19	northern_crags	rockyflat
-44	19	northern_crags	hotspring
-43	19	northern_crags	river_stream
-42	19	northern_crags	rockyflat
-41	19	northern_crags	cliff_bottom
-40	19	northern_crags	cliff_bottom
-39	19	northern_crags	cliff_face_high
-38	19	northern_crags	cliff_face_high
-37	19	northern_crags	hill_high_side
-36	19	northern_crags	hill_mid_side
-35	19	northern_crags	hill_low_side
-34	19	northern_crags	grassland
-33	19	northern_crags	grassland
-32	19	northern_crags	grassland
-31	19	northern_crags	grassland
-27	19	northern_crags	grassland
-26	19	ferals	grassland
-25	19	ferals	grassland
-24	19	ferals	river_shallow
-23	19	ferals	river_shallow
-22	19	ferals	grassland
-21	19	ferals	hill_low_side
-20	19	ferals	hill_low_top
-19	19	ferals	hill_low_top
-18	19	ferals	hill_low_side
-17	19	ferals	grassland
-16	19	ferals	river_shallow
-15	19	ferals	grassland
-14	19	ferals	river_shallow
-13	19	ferals	river_shallow
-12	19	ferals	grassland
-11	19	ferals	hill_low_side
-10	19	ferals	hill_low_top
-9	19	ferals	hill_low_top
-8	19	ferals	hill_low_side
-7	19	ferals	hill_low_side
-6	19	ferals	grassland
-5	19	ferals	grassland
-4	19	ferals	grassland
-3	19	ferals	grassland
-2	19	ferals	grassland
-66	20	northern_crags	hill_low_side
-65	20	northern_crags	hill_low_side
-64	20	northern_crags	hill_mid_side
-63	20	northern_crags	hill_high_side
-62	20	northern_crags	cliff_face_high
-61	20	northern_crags	cliff_face_high
-60	20	northern_crags	cliff_bottom
-59	20	northern_crags	cliff_bottom
-58	20	northern_crags	cliff_bottom
-57	20	northern_crags	cliff_bottom
-56	20	northern_crags	rockyflat
-55	20	northern_crags	rockyflat
-54	20	northern_crags	river_stream
-53	20	northern_crags	rockyflat
-52	20	northern_crags	rockyflat
-51	20	northern_crags	rockyflat
-50	20	northern_crags	rockyflat
-49	20	northern_crags	rockyflat
-48	20	northern_crags	rockyflat
-47	20	northern_crags	river_stream
-46	20	northern_crags	river_stream
-45	20	northern_crags	river_stream
-44	20	northern_crags	river_stream
-43	20	northern_crags	grassland
-42	20	northern_crags	rockyflat
-41	20	northern_crags	cliff_bottom
-40	20	northern_crags	cliff_bottom
-39	20	northern_crags	cliff_bottom
-38	20	northern_crags	cliff_face_high
-37	20	northern_crags	hill_high_side
-36	20	northern_crags	hill_low_side
-35	20	northern_crags	hill_low_side
-34	20	northern_crags	grassland
-33	20	northern_crags	grassland
-32	20	northern_crags	grassland
-31	20	northern_crags	grassland
-29	20	northern_crags	grassland
-28	20	northern_crags	grassland
-27	20	northern_crags	grassland
-26	20	northern_crags	grassland
-25	20	ferals	grassland
-24	20	ferals	grassland
-23	20	ferals	river_shallow
-22	20	ferals	grassland
-21	20	ferals	hill_low_side
-20	20	ferals	hill_low_top
-19	20	ferals	hill_low_top
-18	20	ferals	hill_low_side
-17	20	ferals	grassland
-16	20	ferals	river_shallow
-15	20	ferals	river_shallow
-14	20	ferals	river_shallow
-13	20	ferals	grassland
-12	20	ferals	grassland
-11	20	ferals	grassland
-10	20	ferals	hill_low_side
-9	20	ferals	hill_low_side
-8	20	ferals	grassland
-7	20	ferals	grassland
-6	20	ferals	grassland
-5	20	ferals	grassland
-4	20	ferals	grassland
-3	20	ferals	grassland
-65	21	northern_crags	hill_low_side
-64	21	northern_crags	hill_mid_side
-63	21	northern_crags	hill_high_side
-62	21	northern_crags	hill_high_side
-61	21	northern_crags	cliff_face_high
-60	21	northern_crags	cliff_bottom
-59	21	northern_crags	cliff_bottom
-58	21	northern_crags	rockyflat
-57	21	northern_crags	rockyflat
-56	21	northern_crags	rockyflat
-55	21	northern_crags	river_stream
-54	21	northern_crags	river_stream
-53	21	northern_crags	rockyflat
-52	21	northern_crags	rockyflat
-51	21	northern_crags	rockyflat
-50	21	northern_crags	rockyflat
-49	21	northern_crags	rockyflat
-48	21	northern_crags	river_stream
-47	21	northern_crags	river_stream
-46	21	northern_crags	grassland
-45	21	northern_crags	grassland
-44	21	northern_crags	rockyflat
-43	21	northern_crags	grassland
-42	21	northern_crags	rockyflat
-41	21	hermit_lake	grassland
-40	21	hermit_lake	grassland
-39	21	hermit_lake	grassland
-38	21	hermit_lake	grassland
-37	21	hermit_lake	grassland
-36	21	hermit_lake	grassland
-35	21	hermit_lake	grassland
-34	21	hermit_lake	grassland
-33	21	hermit_lake	grassland
-32	21	hermit_lake	grassland
-31	21	northern_crags	grassland
-30	21	northern_crags	grassland
-29	21	northern_crags	grassland
-28	21	northern_crags	grassland
-27	21	northern_crags	grassland
-26	21	ferals	grassland
-25	21	ferals	grassland
-24	21	ferals	grassland
-23	21	ferals	river_shallow
-22	21	ferals	grassland
-21	21	ferals	hill_low_side
-20	21	ferals	hill_low_top
-19	21	ferals	hill_low_top
-18	21	ferals	hill_low_side
-17	21	ferals	grassland
-16	21	ferals	grassland
-15	21	ferals	grassland
-14	21	ferals	grassland
-13	21	ferals	grassland
-12	21	ferals	grassland
-11	21	ferals	grassland
-10	21	ferals	grassland
-9	21	ferals	grassland
-8	21	ferals	grassland
-4	21	ferals	grassland
-65	22	northern_crags	hill_low_side
-64	22	northern_crags	hill_low_side
-63	22	northern_crags	hill_mid_side
-62	22	northern_crags	hill_high_side
-61	22	northern_crags	cliff_face_high
-60	22	northern_crags	cliff_bottom
-59	22	northern_crags	rockyflat
-58	22	northern_crags	rockyflat
-57	22	northern_crags	river_stream
-56	22	northern_crags	river_stream
-55	22	northern_crags	river_stream
-54	22	northern_crags	rockyflat
-53	22	northern_crags	rockyflat
-52	22	northern_crags	rockyflat
-51	22	northern_crags	river_stream
-50	22	northern_crags	river_stream
-49	22	northern_crags	river_stream
-48	22	northern_crags	river_stream
-47	22	northern_crags	rockyflat
-46	22	northern_crags	rockyflat
-45	22	northern_crags	grassland
-44	22	northern_crags	rockyflat
-43	22	northern_crags	rockyflat
-42	22	hermit_lake	grassland
-41	22	hermit_lake	grassland
-40	22	hermit_lake	grassland
-39	22	hermit_lake	grassland
-38	22	hermit_lake	grassland
-37	22	hermit_lake	lake_shore
-36	22	hermit_lake	lake_shore
-35	22	hermit_lake	lake_shore
-34	22	hermit_lake	lake_shore
-33	22	hermit_lake	lake_shore
-32	22	hermit_lake	grassland
-31	22	hermit_lake	grassland
-30	22	hermit_lake	grassland
-29	22	northern_crags	grassland
-28	22	northern_crags	grassland
-27	22	northern_crags	grassland
-26	22	ferals	grassland
-25	22	ferals	river_shallow
-24	22	ferals	river_shallow
-23	22	ferals	river_shallow
-22	22	ferals	grassland
-21	22	ferals	hill_low_side
-20	22	ferals	hill_low_side
-19	22	ferals	hill_low_side
-18	22	ferals	grassland
-17	22	ferals	grassland
-16	22	ferals	grassland
-15	22	ferals	grassland
-14	22	ferals	grassland
-13	22	ferals	grassland
-12	22	ferals	grassland
-10	22	ferals	grassland
-9	22	ferals	grassland
-8	22	ferals	grassland
-64	23	northern_crags	hill_low_side
-63	23	northern_crags	hill_mid_side
-62	23	northern_crags	hill_high_side
-61	23	northern_crags	cliff_face_high
-60	23	northern_crags	cliff_bottom
-59	23	northern_crags	rockyflat
-58	23	northern_crags	rockyflat
-57	23	northern_crags	river_stream
-56	23	northern_crags	rockyflat
-55	23	northern_crags	rockyflat
-54	23	northern_crags	rockyflat
-53	23	northern_crags	grassland
-52	23	northern_crags	rockyflat
-51	23	northern_crags	river_stream
-50	23	northern_crags	grassland
-49	23	northern_crags	rockyflat
-48	23	northern_crags	grassland
-47	23	northern_crags	grassland
-46	23	northern_crags	rockyflat
-45	23	northern_crags	rockyflat
-44	23	hermit_lake	grassland
-43	23	hermit_lake	grassland
-42	23	hermit_lake	grassland
-41	23	hermit_lake	grassland
-40	23	hermit_lake	lake_shore
-39	23	hermit_lake	lake_shore
-38	23	hermit_lake	lake_shore
-37	23	hermit_lake	lake_shallow
-36	23	hermit_lake	lake_shallow
-35	23	hermit_lake	lake_shallow
-34	23	hermit_lake	lake_shallow
-33	23	hermit_lake	lake_shallow
-32	23	hermit_lake	lake_shore
-31	23	hermit_lake	lake_shore
-30	23	hermit_lake	grassland
-29	23	hermit_lake	grassland
-28	23	hermit_lake	grassland
-27	23	hermit_lake	grassland
-26	23	ferals	river_shallow
-25	23	ferals	river_shallow
-24	23	ferals	grassland
-23	23	ferals	grassland
-22	23	ferals	grassland
-21	23	ferals	grassland
-20	23	ferals	hill_low_side
-19	23	ferals	hill_low_side
-18	23	ferals	grassland
-17	23	ferals	grassland
-16	23	ferals	grassland
-15	23	ferals	grassland
-64	24	northern_crags	hill_low_side
-63	24	northern_crags	hill_mid_side
-62	24	northern_crags	hill_high_side
-61	24	northern_crags	cliff_face_high
-60	24	northern_crags	cliff_bottom
-59	24	northern_crags	rockyflat
-58	24	northern_crags	rockyflat
-57	24	northern_crags	river_stream
-56	24	northern_crags	river_stream
-55	24	northern_crags	river_stream
-54	24	northern_crags	river_stream
-53	24	northern_crags	rockyflat
-52	24	northern_crags	rockyflat
-51	24	northern_crags	river_stream
-50	24	northern_crags	rockyflat
-49	24	northern_crags	rockyflat
-48	24	northern_crags	rockyflat
-47	24	northern_crags	rockyflat
-46	24	northern_crags	rockyflat
-45	24	hermit_lake	grassland
-44	24	hermit_lake	grassland
-43	24	hermit_lake	grassland
-42	24	hermit_lake	lake_shore
-41	24	hermit_lake	lake_shore
-40	24	hermit_lake	lake_shallow
-39	24	hermit_lake	lake_shallow
-38	24	hermit_lake	lake_shallow
-37	24	hermit_lake	lake_shallow
-36	24	hermit_lake	lake_shallow
-35	24	hermit_lake	lake_shallow
-34	24	hermit_lake	lake_shallow
-33	24	hermit_lake	lake_shallow
-32	24	hermit_lake	lake_shallow
-31	24	hermit_lake	lake_shallow
-30	24	hermit_lake	lake_shore
-29	24	hermit_lake	lake_shore
-28	24	hermit_lake	lake_shore
-27	24	hermit_lake	grassland
-26	24	ferals	river_shallow
-25	24	ferals	grassland
-24	24	ferals	grassland
-23	24	ferals	grassland
-22	24	ferals	grassland
-21	24	ferals	grassland
-20	24	ferals	grassland
-19	24	ferals	grassland
-18	24	ferals	grassland
-17	24	ferals	grassland
-16	24	ferals	grassland
-64	25	northern_crags	hill_low_side
-63	25	northern_crags	hill_mid_side
-62	25	northern_crags	hill_high_side
-61	25	northern_crags	cliff_face_high
-60	25	northern_crags	cliff_bottom
-59	25	northern_crags	cliff_bottom
-58	25	northern_crags	rockyflat
-57	25	northern_crags	rockyflat
-56	25	northern_crags	rockyflat
-55	25	northern_crags	rockyflat
-54	25	northern_crags	river_stream
-53	25	northern_crags	river_stream
-52	25	northern_crags	river_stream
-51	25	northern_crags	river_stream
-50	25	northern_crags	rockyflat
-49	25	northern_crags	grassland
-48	25	northern_crags	rockyflat
-47	25	hermit_lake	grassland
-46	25	hermit_lake	grassland
-45	25	hermit_lake	grassland
-44	25	hermit_lake	grassland
-43	25	hermit_lake	lake_shore
-42	25	hermit_lake	lake_shallow
-41	25	hermit_lake	lake_shallow
-40	25	hermit_lake	lake_shallow
-39	25	hermit_lake	lake_shallow
-38	25	hermit_lake	lake_shallow
-37	25	hermit_lake	lake_shallow
-36	25	hermit_lake	lake_deep
-35	25	hermit_lake	lake_deep
-34	25	hermit_lake	lake_deep
-33	25	hermit_lake	lake_shallow
-32	25	hermit_lake	lake_shallow
-31	25	hermit_lake	lake_shallow
-30	25	hermit_lake	lake_shallow
-29	25	hermit_lake	lake_shallow
-28	25	hermit_lake	lake_shallow
-27	25	ferals	river_shallow
-26	25	ferals	river_shallow
-25	25	ferals	grassland
-24	25	ferals	grassland
-23	25	ferals	grassland
-22	25	ferals	grassland
-21	25	ferals	forest_pine_1
-20	25	ferals	grassland
-19	25	ferals	grassland
-64	26	northern_crags	hill_low_side
-63	26	northern_crags	hill_mid_side
-62	26	northern_crags	hill_high_side
-61	26	northern_crags	cliff_face_high
-60	26	northern_crags	cliff_face_high
-59	26	northern_crags	cliff_bottom
-58	26	northern_crags	cliff_bottom
-57	26	northern_crags	cliff_bottom
-56	26	northern_crags	cliff_bottom
-55	26	northern_crags	grassland
-54	26	northern_crags	rockyflat
-53	26	northern_crags	river_stream
-52	26	northern_crags	grassland
-51	26	northern_crags	grassland
-50	26	northern_crags	rockyflat
-49	26	northern_crags	rockyflat
-48	26	hermit_lake	grassland
-47	26	hermit_lake	grassland
-46	26	hermit_lake	grassland
-45	26	hermit_lake	lake_shore
-44	26	hermit_lake	lake_shore
-43	26	hermit_lake	lake_shallow
-42	26	hermit_lake	lake_shallow
-41	26	hermit_lake	lake_shallow
-40	26	hermit_lake	lake_shallow
-39	26	hermit_lake	lake_deep
-38	26	hermit_lake	lake_deep
-37	26	hermit_lake	lake_deep
-36	26	hermit_lake	lake_deep
-35	26	hermit_lake	lake_deep
-34	26	hermit_lake	lake_deep
-33	26	hermit_lake	lake_deep
-32	26	hermit_lake	lake_deep
-31	26	hermit_lake	lake_deep
-30	26	hermit_lake	lake_shallow
-29	26	hermit_lake	lake_shallow
-28	26	hermit_lake	lake_shallow
-27	26	hermit_lake	lake_shore
-26	26	hermit_lake	grassland
-25	26	ferals	grassland
-24	26	ferals	grassland
-23	26	ferals	grassland
-22	26	ferals	grassland
-21	26	ferals	grassland
-20	26	ferals	grassland
-19	26	ferals	grassland
-18	26	ferals	grassland
-68	27	westwood	grassland
-67	27	westwood	grassland
-64	27	northern_crags	hill_low_side
-63	27	northern_crags	hill_mid_side
-62	27	northern_crags	hill_high_side
-61	27	northern_crags	hill_high_side
-60	27	northern_crags	cliff_face_high
-59	27	northern_crags	cliff_face_high
-58	27	northern_crags	cliff_face_high
-57	27	northern_crags	cliff_face_high
-56	27	northern_crags	cliff_bottom
-55	27	northern_crags	cliff_bottom
-54	27	northern_crags	grassland
-53	27	northern_crags	river_stream
-52	27	northern_crags	river_stream
-51	27	northern_crags	rockyflat
-50	27	northern_crags	rockyflat
-49	27	hermit_lake	grassland
-48	27	hermit_lake	grassland
-47	27	hermit_lake	grassland
-46	27	hermit_lake	lake_shore
-45	27	hermit_lake	lake_shallow
-44	27	hermit_lake	lake_shallow
-43	27	hermit_lake	lake_shallow
-42	27	hermit_lake	lake_shallow
-41	27	hermit_lake	lake_deep
-40	27	hermit_lake	lake_deep
-39	27	hermit_lake	lake_deep
-38	27	hermit_lake	lake_deep
-37	27	hermit_lake	lake_deep
-36	27	hermit_lake	lake_deep
-35	27	hermit_lake	lake_deep
-34	27	hermit_lake	lake_deep
-33	27	hermit_lake	lake_deep
-32	27	hermit_lake	lake_deep
-31	27	hermit_lake	lake_deep
-30	27	hermit_lake	lake_shallow
-29	27	hermit_lake	lake_shallow
-28	27	hermit_lake	lake_shore
-27	27	hermit_lake	grassland
-26	27	ferals	grassland
-25	27	ferals	grassland
-24	27	ferals	grassland
-23	27	ferals	grassland
-22	27	ferals	grassland
-21	27	ferals	grassland
-20	27	ferals	grassland
-19	27	ferals	grassland
-18	27	ferals	grassland
-17	27	ferals	grassland
-69	28	westwood	forest_3
-68	28	westwood	grassland
-67	28	westwood	forest_3
-66	28	westwood	grassland
-64	28	northern_crags	hill_low_side
-63	28	northern_crags	hill_low_side
-62	28	northern_crags	hill_mid_side
-61	28	northern_crags	hill_high_side
-60	28	northern_crags	hill_high_side
-59	28	northern_crags	hill_high_side
-58	28	northern_crags	hill_high_side
-57	28	northern_crags	cliff_face_high
-56	28	northern_crags	cliff_face_high
-55	28	northern_crags	cliff_bottom
-54	28	northern_crags	rockyflat
-53	28	hermit_lake	grassland
-52	28	northern_crags	river_stream
-51	28	hermit_lake	grassland
-50	28	hermit_lake	grassland
-49	28	hermit_lake	grassland
-48	28	hermit_lake	grassland
-47	28	hermit_lake	lake_shore
-46	28	hermit_lake	lake_shallow
-45	28	hermit_lake	lake_shallow
-44	28	hermit_lake	lake_shallow
-43	28	hermit_lake	lake_shallow
-42	28	hermit_lake	lake_deep
-41	28	hermit_lake	lake_deep
-40	28	hermit_lake	lake_deep
-39	28	hermit_lake	lake_deep
-38	28	hermit_lake	lake_deep
-37	28	hermit_lake	lake_deep
-36	28	hermit_lake	lake_deep
-35	28	hermit_lake	lake_deep
-34	28	hermit_lake	lake_deep
-33	28	hermit_lake	lake_deep
-32	28	hermit_lake	lake_shallow
-31	28	hermit_lake	lake_shallow
-30	28	hermit_lake	lake_shallow
-29	28	hermit_lake	lake_shore
-28	28	hermit_lake	grassland
-27	28	latis_plains	grassland
-26	28	latis_plains	dirt
-25	28	latis_plains	dirt
-24	28	latis_plains	grassland
-23	28	latis_plains	grassland
-22	28	latis_plains	grassland
-21	28	ferals	grassland
-20	28	ferals	grassland
-70	29	westwood	grassland
-69	29	westwood	grassland
-68	29	westwood	grassland
-67	29	westwood	grassland
-66	29	westwood	grassland
-65	29	westwood	grassland
-63	29	northern_crags	hill_low_side
-62	29	northern_crags	hill_low_side
-61	29	northern_crags	hill_mid_side
-60	29	northern_crags	hill_mid_side
-59	29	northern_crags	hill_mid_side
-58	29	northern_crags	hill_high_side
-57	29	northern_crags	hill_high_side
-56	29	northern_crags	cliff_face_high
-55	29	northern_crags	cliff_bottom
-54	29	northern_crags	cliff_bottom
-53	29	hermit_lake	grassland
-52	29	northern_crags	river_stream
-51	29	hermit_lake	grassland
-50	29	hermit_lake	grassland
-49	29	hermit_lake	grassland
-48	29	hermit_lake	lake_shore
-47	29	hermit_lake	lake_shallow
-46	29	hermit_lake	lake_shallow
-45	29	hermit_lake	lake_shallow
-44	29	hermit_lake	lake_deep
-43	29	hermit_lake	lake_deep
-42	29	hermit_lake	lake_deep
-41	29	hermit_lake	lake_deep
-40	29	hermit_lake	lake_deep
-39	29	hermit_lake	lake_deep
-38	29	hermit_lake	lake_deep
-37	29	hermit_lake	lake_deep
-36	29	hermit_lake	lake_deep
-35	29	hermit_lake	lake_deep
-34	29	hermit_lake	lake_shallow
-33	29	hermit_lake	lake_shallow
-32	29	hermit_lake	lake_shallow
-31	29	hermit_lake	lake_shore
-30	29	hermit_lake	lake_shore
-29	29	hermit_lake	grassland
-28	29	latis_plains	grassland
-27	29	latis_plains	grassland
-26	29	latis_plains	grassland
-25	29	latis_plains	grassland
-24	29	latis_plains	grassland
-23	29	latis_plains	grassland
-22	29	latis_plains	grassland
-21	29	latis_plains	grassland
-20	29	latis_plains	grassland
-19	29	latis_plains	grassland
-71	30	westwood	forest_3
-70	30	westwood	forest_3
-69	30	westwood	grassland
-68	30	westwood	grassland
-67	30	westwood	grassland
-66	30	westwood	grassland
-65	30	westwood	forest_3
-64	30	westwood	grassland
-63	30	northern_crags	grassland
-62	30	northern_crags	hill_low_side
-61	30	northern_crags	hill_low_side
-60	30	northern_crags	hill_low_side
-59	30	northern_crags	hill_low_side
-58	30	northern_crags	hill_mid_side
-57	30	northern_crags	hill_high_side
-56	30	northern_crags	cliff_face_high
-55	30	northern_crags	cliff_face_high
-54	30	hermit_lake	grassland
-53	30	hermit_lake	grassland
-52	30	hermit_lake	river_stream
-51	30	hermit_lake	grassland
-50	30	hermit_lake	lake_shore
-49	30	hermit_lake	lake_shore
-48	30	hermit_lake	lake_shallow
-47	30	hermit_lake	lake_shallow
-46	30	hermit_lake	lake_shallow
-45	30	hermit_lake	lake_deep
-44	30	hermit_lake	lake_deep
-43	30	hermit_lake	lake_deep
-42	30	hermit_lake	lake_deep
-41	30	hermit_lake	lake_deep
-40	30	hermit_lake	lake_deep
-39	30	hermit_lake	lake_deep
-38	30	hermit_lake	lake_deep
-37	30	hermit_lake	lake_deep
-36	30	hermit_lake	lake_deep
-35	30	hermit_lake	lake_shallow
-34	30	hermit_lake	lake_shallow
-33	30	hermit_lake	lake_shore
-32	30	hermit_lake	lake_shore
-31	30	hermit_lake	grassland
-30	30	hermit_lake	grassland
-29	30	latis_plains	grassland
-28	30	latis_plains	grassland
-27	30	latis_plains	grassland
-26	30	latis_plains	grassland
-25	30	latis_plains	grassland
-24	30	latis_plains	grassland
-23	30	latis_plains	grassland
-22	30	latis_plains	grassland
-21	30	latis_plains	grassland
-20	30	latis_plains	grassland
-19	30	latis_plains	grassland
-18	30	latis_plains	grassland
-17	30	latis_plains	grassland
-72	31	westwood	forest_3
-71	31	westwood	grassland
-70	31	westwood	grassland
-69	31	westwood	grassland
-68	31	westwood	forest_3
-67	31	westwood	forest_3
-66	31	westwood	grassland
-65	31	westwood	forest_3
-64	31	westwood	forest_3
-63	31	westwood	grassland
-62	31	northern_crags	grassland
-61	31	northern_crags	grassland
-60	31	northern_crags	hill_low_side
-59	31	northern_crags	hill_low_side
-58	31	northern_crags	hill_mid_side
-57	31	northern_crags	hill_high_side
-56	31	northern_crags	hill_high_side
-55	31	hermit_lake	grassland
-54	31	hermit_lake	grassland
-53	31	hermit_lake	lake_shore
-52	31	hermit_lake	river_stream
-51	31	hermit_lake	lake_shore
-50	31	hermit_lake	lake_shallow
-49	31	hermit_lake	lake_shallow
-48	31	hermit_lake	lake_shallow
-47	31	hermit_lake	lake_deep
-46	31	hermit_lake	lake_deep
-45	31	hermit_lake	lake_deep
-44	31	hermit_lake	lake_shallow
-43	31	hermit_lake	lake_deep
-42	31	hermit_lake	lake_deep
-41	31	hermit_lake	lake_deep
-40	31	hermit_lake	lake_deep
-39	31	hermit_lake	lake_deep
-38	31	hermit_lake	lake_deep
-37	31	hermit_lake	lake_shallow
-36	31	hermit_lake	lake_shallow
-35	31	hermit_lake	lake_shallow
-34	31	hermit_lake	lake_shore
-33	31	hermit_lake	grassland
-32	31	hermit_lake	grassland
-31	31	latis_plains	grassland
-30	31	latis_plains	grassland
-29	31	latis_plains	grassland
-28	31	latis_plains	forest_pine_1
-27	31	latis_plains	grassland
-26	31	latis_plains	grassland
-25	31	latis_plains	grassland
-24	31	latis_plains	grassland
-23	31	latis_plains	grassland
-22	31	latis_plains	grassland
-21	31	latis_plains	grassland
-20	31	latis_plains	grassland
-19	31	latis_plains	grassland
-18	31	latis_plains	grassland
-17	31	latis_plains	grassland
-16	31	latis_plains	grassland
-72	32	westwood	grassland
-71	32	westwood	forest_3
-70	32	westwood	forest_3
-69	32	westwood	forest_3
-68	32	westwood	grassland
-67	32	westwood	forest_3
-66	32	westwood	grassland
-65	32	westwood	forest_3
-64	32	westwood	forest_3
-63	32	westwood	grassland
-62	32	northern_crags	grassland
-61	32	northern_crags	grassland
-60	32	northern_crags	grassland
-59	32	northern_crags	hill_low_side
-58	32	northern_crags	hill_low_side
-57	32	northern_crags	hill_mid_side
-56	32	hermit_lake	grassland
-55	32	hermit_lake	lake_shore
-54	32	hermit_lake	lake_shore
-53	32	hermit_lake	lake_shallow
-52	32	hermit_lake	lake_shallow
-51	32	hermit_lake	lake_shallow
-50	32	hermit_lake	lake_shallow
-49	32	hermit_lake	lake_deep
-48	32	hermit_lake	lake_deep
-47	32	hermit_lake	lake_deep
-46	32	hermit_lake	lake_deep
-45	32	hermit_lake	lake_shallow
-44	32	hermit_lake	lake_shore
-43	32	hermit_lake	lake_shallow
-42	32	hermit_lake	lake_deep
-41	32	hermit_lake	lake_deep
-40	32	hermit_lake	lake_deep
-39	32	hermit_lake	lake_deep
-38	32	hermit_lake	lake_shallow
-37	32	hermit_lake	lake_shallow
-36	32	hermit_lake	lake_shore
-35	32	hermit_lake	lake_shore
-34	32	hermit_lake	grassland
-33	32	latis_plains	grassland
-32	32	latis_plains	grassland
-31	32	latis_plains	grassland
-30	32	latis_plains	grassland
-29	32	latis_plains	grassland
-28	32	latis_plains	grassland
-27	32	latis_plains	grassland
-26	32	latis_plains	grassland
-25	32	latis_plains	grassland
-24	32	latis_plains	dirt
-23	32	latis_plains	grassland
-22	32	latis_plains	grassland
-21	32	latis_plains	grassland
-20	32	latis_plains	grassland
-19	32	latis_plains	grassland
-18	32	latis_plains	grassland
-17	32	latis_plains	grassland
-16	32	latis_plains	grassland
-73	33	westwood	forest_3
-72	33	westwood	forest_3
-71	33	westwood	grassland
-70	33	westwood	forest_3
-69	33	westwood	forest_3
-68	33	westwood	grassland
-67	33	westwood	grassland
-66	33	westwood	grassland
-65	33	westwood	grassland
-64	33	westwood	forest_3
-63	33	westwood	grassland
-62	33	northern_crags	grassland
-61	33	northern_crags	grassland
-60	33	hermit_lake	grassland
-59	33	hermit_lake	grassland
-58	33	hermit_lake	grassland
-57	33	hermit_lake	grassland
-56	33	hermit_lake	lake_shore
-55	33	hermit_lake	lake_shallow
-54	33	hermit_lake	lake_shallow
-53	33	hermit_lake	lake_shallow
-52	33	hermit_lake	lake_shallow
-51	33	hermit_lake	lake_shallow
-50	33	hermit_lake	lake_shallow
-49	33	hermit_lake	lake_deep
-48	33	hermit_lake	lake_deep
-47	33	hermit_lake	lake_deep
-46	33	hermit_lake	lake_shallow
-45	33	hermit_lake	lake_shore
